,Unnamed: 0,Unnamed: 0.1,Unsegmented_hashtag,Segmented_hashtag,Unsegmented_hashtag_lowerCase,Segmented_hashtag_lowerCase,segments_count
146664,147027,147027,GajwaEhind,Gajwa Ehind,gajwaehind,gajwa ehind,2
181406,181839,181839,HotSheet,Hot Sheet,hotsheet,hot sheet,2
274720,275370,275370,IllegalsAliens,Illegals Aliens,illegalsaliens,illegals aliens,2
196633,197107,197107,summerHeat,summer Heat,summerheat,summer heat,2
290113,290800,290800,KirtiAzadWithCongress,Kirti Azad With Congress,kirtiazadwithcongress,kirti azad with congress,4
44868,44992,44992,HappyHolikaDahan,Happy Holika Dahan,happyholikadahan,happy holika dahan,3
69141,69330,69330,MeraDeshBacchao,Mera Desh Bacchao,meradeshbacchao,mera desh bacchao,3
55896,56057,56057,VoteandSUPPort,Voteand SUP Port,voteandsupport,voteand sup port,3
21397,21463,21463,VicePresidentCongressCommittee,Vice President Congress Committee,vicepresidentcongresscommittee,vice president congress committee,4
167394,167806,167806,ThiruArasarINC,Thiru Arasar INC,thiruarasarinc,thiru arasar inc,3
281283,281952,281952,ForestLaws,Forest Laws,forestlaws,forest laws,2
96679,96936,96936,19thMayImamAnyway,19 th May Imam Anyway,19thmayimamanyway,19 th may imam anyway,5
114018,114311,114311,SubhashBose,Subhash Bose,subhashbose,subhash bose,2
188575,189028,189028,CongressKiTanashahi,Congress Ki Tanashahi,congresskitanashahi,congress ki tanashahi,3
187731,188183,188183,noticetoEC,noticeto EC,noticetoec,noticeto ec,2
245015,245603,245603,SibiuSummit,Sibiu Summit,sibiusummit,sibiu summit,2
178213,178639,178639,GautamModi,Gautam Modi,gautammodi,gautam modi,2
174414,174837,174837,jindByPoll,jind By Poll,jindbypoll,jind by poll,3
40239,40353,40353,AmethiSeRahulJaayega,Amethi Se Rahul Jaayega,amethiserahuljaayega,amethi se rahul jaayega,4
246000,246590,246590,LivingLegend,Living Legend,livinglegend,living legend,2
323584,324349,324349,ClintLove,Clint Love,clintlove,clint love,2
178002,178428,178428,ShareMarketUpdates,Share Market Updates,sharemarketupdates,share market updates,3
205908,206404,206404,HailSpartans,Hail Spartans,hailspartans,hail spartans,2
33178,33274,33274,ModiJiOnceMore,Modi Ji Once More,modijioncemore,modi ji once more,4
254877,255490,255490,BayanBahadur,Bayan Bahadur,bayanbahadur,bayan bahadur,2
136269,136618,136618,vijayTv,vijay Tv,vijaytv,vijay tv,2
58531,58696,58696,EverybodyVotes,Everybody Votes,everybodyvotes,everybody votes,2
188241,188693,188693,BjpIsComing,Bjp Is Coming,bjpiscoming,bjp is coming,3
159848,160240,160240,IndstrialScaleFrauds,Indstrial Scale Frauds,indstrialscalefrauds,indstrial scale frauds,3
300513,301227,301227,StandWithSoldier,Stand With Soldier,standwithsoldier,stand with soldier,3
189288,189742,189742,NorthMumbaiWithUrmila,North Mumbai With Urmila,northmumbaiwithurmila,north mumbai with urmila,4
128510,128838,128838,ThePhantomIsMyPM,The Phantom Is My PM,thephantomismypm,the phantom is my pm,5
234983,235545,235545,SomeswaraTemple,Someswara Temple,someswaratemple,someswara temple,2
27166,27249,27249,RussaiGate,Russai Gate,russaigate,russai gate,2
32689,32783,32783,InimetlaPollingBooth,Inimetla Polling Booth,inimetlapollingbooth,inimetla polling booth,3
210514,211022,211022,PowerRangers,Power Rangers,powerrangers,power rangers,2
295652,296353,296353,wednesdayWisdom,wednesday Wisdom,wednesdaywisdom,wednesday wisdom,2
48834,48972,48972,GhorSarcasm,Ghor Sarcasm,ghorsarcasm,ghor sarcasm,2
75224,75431,75431,AsturiasCultural,Asturias Cultural,asturiascultural,asturias cultural,2
304543,305268,305268,ImcomeTax,Imcome Tax,imcometax,imcome tax,2
279444,280110,280110,SayYestolife,Say Yestolife,sayyestolife,say yestolife,2
140446,140801,140801,voteBJPout,vote BJ Pout,votebjpout,vote bj pout,3
185114,185559,185559,KakiWillDefeatAzamKhan,Kaki Will Defeat Azam Khan,kakiwilldefeatazamkhan,kaki will defeat azam khan,5
297452,298159,298159,HarleG,Harle G,harleg,harle g,2
146095,146457,146457,NoCreditToNaMo,No Credit To Na Mo,nocredittonamo,no credit to na mo,5
139428,139782,139782,TNTDrama,TNT Drama,tntdrama,tnt drama,2
161301,161697,161697,CongressKaDar,Congress Ka Dar,congresskadar,congress ka dar,3
254625,255238,255238,TransgenderPune,Transgender Pune,transgenderpune,transgender pune,2
43183,43303,43303,AkahayKumarCitzenShip,Akahay Kumar Citzen Ship,akahaykumarcitzenship,akahay kumar citzen ship,4
112352,112640,112640,SehatMulaiDariKita,Sehat Mulai Dari Kita,sehatmulaidarikita,sehat mulai dari kita,4
54640,54796,54796,eBayReseller,e Bay Reseller,ebayreseller,e bay reseller,3
114131,114424,114424,SayNoto8WayRoad,Say Noto 8 Way Road,saynoto8wayroad,say noto 8 way road,5
24653,24732,24732,SanjhiVIrasat,Sanjhi V Irasat,sanjhivirasat,sanjhi v irasat,3
106012,106294,106294,NACChair,NAC Chair,nacchair,nac chair,2
246835,247427,247427,PandoraBox,Pandora Box,pandorabox,pandora box,2
3475,3487,3487,QuenchCred,Quench Cred,quenchcred,quench cred,2
126549,126873,126873,ProofPlease,Proof Please,proofplease,proof please,2
113512,113803,113803,UnitedStatesHouseOfRepresentatives,United States House Of Representatives,unitedstateshouseofrepresentatives,united states house of representatives,5
301152,301867,301867,NmoNamankan,Nmo Namankan,nmonamankan,nmo namankan,2
184891,185334,185334,MaarisAanandhi,Maaris Aanandhi,maarisaanandhi,maaris aanandhi,2
119590,119896,119896,BestfriendChallenge,Bestfriend Challenge,bestfriendchallenge,bestfriend challenge,2
196709,197183,197183,RNBResearch,RNB Research,rnbresearch,rnb research,2
180264,180696,180696,LiberalDomination,Liberal Domination,liberaldomination,liberal domination,2
83422,83651,83651,RahuljhootJumla,Rahuljhoot Jumla,rahuljhootjumla,rahuljhoot jumla,2
122393,122706,122706,KushiNagarelections2019candidates,Kushi Nagarelections 2019 candidates,kushinagarelections2019candidates,kushi nagarelections 2019 candidates,4
60287,60457,60457,PopulationLaw,Population Law,populationlaw,population law,2
281327,281996,281996,SDNYGotNext,SDNY Got Next,sdnygotnext,sdny got next,3
331866,332633,332633,#AishwaryaRajesh,Aishwarya Rajesh,#aishwaryarajesh,aishwarya rajesh,2
266795,267428,267428,CriminalSupportingCriminal,Criminal Supporting Criminal,criminalsupportingcriminal,criminal supporting criminal,3
166835,167246,167246,IamKashi,Iam Kashi,iamkashi,iam kashi,2
17568,17622,17622,ModiSymbolOfTerrorism,Modi Symbol Of Terrorism,modisymbolofterrorism,modi symbol of terrorism,4
284698,285377,285377,AshokLahiri,Ashok Lahiri,ashoklahiri,ashok lahiri,2
226122,226671,226671,NabanitaDas,Nabanita Das,nabanitadas,nabanita das,2
310795,311533,311533,APCMPressMeetOverEVMissue,APCM Press Meet Over EV Missue,apcmpressmeetoverevmissue,apcm press meet over ev missue,6
16448,16498,16498,GaddugeGuddata,Gadduge Guddata,gaddugeguddata,gadduge guddata,2
165583,165991,165991,TirangaInJaisalmer,Tiranga In Jaisalmer,tirangainjaisalmer,tiranga in jaisalmer,3
114822,115116,115116,MeraDeshBhiModiKeSath,Mera Desh Bhi Modi Ke Sath,meradeshbhimodikesath,mera desh bhi modi ke sath,6
192140,192601,192601,KgalemaMotlanthe,Kgalema Motlanthe,kgalemamotlanthe,kgalema motlanthe,2
315722,316473,316473,electCongress,elect Congress,electcongress,elect congress,2
24580,24657,24657,hearingAid,hearing Aid,hearingaid,hearing aid,2
328238,329005,329005,#8YearsandStillCountingxSK,8 Yearsand Still Countingx SK,#8yearsandstillcountingxsk,8 yearsand still countingx sk,5
275284,275937,275937,ServingHumanity,Serving Humanity,servinghumanity,serving humanity,2
137587,137938,137938,ModiBlitz,Modi Blitz,modiblitz,modi blitz,2
109441,109724,109724,SAVsInd,SA Vs Ind,savsind,sa vs ind,3
197218,197693,197693,NonBengaLi,Non Benga Li,nonbengali,non benga li,3
40909,41023,41023,QuranHour,Quran Hour,quranhour,quran hour,2
132341,132678,132678,MetaGala,Meta Gala,metagala,meta gala,2
257374,257988,257988,NaMoforPM,Na Mofor PM,namoforpm,na mofor pm,3
263439,264063,264063,AbortionAdvocates,Abortion Advocates,abortionadvocates,abortion advocates,2
331390,332157,332157,#WhoCreatedNature,Who Created Nature,#whocreatednature,who created nature,3
168741,169155,169155,LayOffLifafaJournalists,Lay Off Lifafa Journalists,layofflifafajournalists,lay off lifafa journalists,4
298027,298735,298735,CollatoralMurder,Collatoral Murder,collatoralmurder,collatoral murder,2
275067,275718,275718,NationalHeroldChore,National Herold Chore,nationalheroldchore,national herold chore,3
203063,203552,203552,EscapeReality,Escape Reality,escapereality,escape reality,2
266661,267294,267294,New4India,New 4 India,new4india,new 4 india,3
56969,57134,57134,ChineseMediaandNarendraModi,Chinese Mediaand Narendra Modi,chinesemediaandnarendramodi,chinese mediaand narendra modi,4
278118,278778,278778,VoteForNOTE,Vote For NOTE,votefornote,vote for note,3
287274,287955,287955,AadityaSamwad,Aaditya Samwad,aadityasamwad,aaditya samwad,2
136429,136778,136778,TulasiRam,Tulasi Ram,tulasiram,tulasi ram,2
331486,332253,332253,#PurpleBalloonsForV,Purple Balloons For V,#purpleballoonsforv,purple balloons for v,4
144861,145221,145221,CoalitionCompromise,Coalition Compromise,coalitioncompromise,coalition compromise,2
75852,76062,76062,BoltonIsAWarmonger,Bolton Is A Warmonger,boltonisawarmonger,bolton is a warmonger,4
52039,52187,52187,TrustVoting,Trust Voting,trustvoting,trust voting,2
31433,31524,31524,ShakilAhmad,Shakil Ahmad,shakilahmad,shakil ahmad,2
68468,68655,68655,TaxExempt,Tax Exempt,taxexempt,tax exempt,2
252629,253238,253238,JanaSangha,Jana Sangha,janasangha,jana sangha,2
269320,269958,269958,YogiHainToMumkinHai,Yogi Hain To Mumkin Hai,yogihaintomumkinhai,yogi hain to mumkin hai,5
40772,40886,40886,PromotionOfCricket,Promotion Of Cricket,promotionofcricket,promotion of cricket,3
8880,8909,8909,VBAforIndia,VB Afor India,vbaforindia,vb afor india,3
191671,192131,192131,KeepDreamingWithGOT7,Keep Dreaming With GOT 7,keepdreamingwithgot7,keep dreaming with got 7,5
43885,44007,44007,hartzIV,hartz IV,hartziv,hartz iv,2
153151,153531,153531,retrogressiveMetamorphosis,retrogressive Metamorphosis,retrogressivemetamorphosis,retrogressive metamorphosis,2
204888,205381,205381,MegaThings,Mega Things,megathings,mega things,2
1242,1248,1248,FreeIndiaAgain,Free India Again,freeindiaagain,free india again,3
116941,117238,117238,SamarthPhysioteraphy,Samarth Physioteraphy,samarthphysioteraphy,samarth physioteraphy,2
319411,320168,320168,ClassicFilms,Classic Films,classicfilms,classic films,2
52036,52184,52184,MainBhiMatdar,Main Bhi Matdar,mainbhimatdar,main bhi matdar,3
302262,302979,302979,RenegadesInsideIndia,Renegades Inside India,renegadesinsideindia,renegades inside india,3
89036,89283,89283,CmnMan,Cmn Man,cmnman,cmn man,2
106101,106383,106383,ModiKaShatru,Modi Ka Shatru,modikashatru,modi ka shatru,3
278300,278961,278961,BerozgariBachao,Berozgari Bachao,berozgaribachao,berozgari bachao,2
205917,206413,206413,SouthIndianPolitics,South Indian Politics,southindianpolitics,south indian politics,3
221357,221892,221892,RigaStratComDialogue,Riga Strat Com Dialogue,rigastratcomdialogue,riga strat com dialogue,4
184157,184598,184598,DemocraticOpposition,Democratic Opposition,democraticopposition,democratic opposition,2
40529,40643,40643,DhyanaExclusive,Dhyana Exclusive,dhyanaexclusive,dhyana exclusive,2
45233,45359,45359,HomeRemedy,Home Remedy,homeremedy,home remedy,2
66783,66965,66965,FekuChachaChorHai,Feku Chacha Chor Hai,fekuchachachorhai,feku chacha chor hai,4
306581,307310,307310,InternationalNursesDay2019,International Nurses Day 2019,internationalnursesday2019,international nurses day 2019,4
310223,310960,310960,BollywoodHedline,Bollywood Hedline,bollywoodhedline,bollywood hedline,2
250337,250940,250940,AAPvolunteers,AA Pvolunteers,aapvolunteers,aa pvolunteers,2
138648,139001,139001,AlanBlumlein,Alan Blumlein,alanblumlein,alan blumlein,2
38838,38949,38949,PresidentCyrilRamaphosa,President Cyril Ramaphosa,presidentcyrilramaphosa,president cyril ramaphosa,3
159005,159395,159395,TurnBackToHumanity,Turn Back To Humanity,turnbacktohumanity,turn back to humanity,4
294356,295056,295056,RajabandhPond,Rajabandh Pond,rajabandhpond,rajabandh pond,2
60694,60864,60864,MadyhaPrades,Madyha Prades,madyhaprades,madyha prades,2
163997,164399,164399,CybSec2gether,Cyb Sec 2 gether,cybsec2gether,cyb sec 2 gether,4
330404,331171,331171,#KyaMeriSonamGuptaBewafaHai,Kya Meri Sonam Gupta Bewafa Hai,#kyamerisonamguptabewafahai,kya meri sonam gupta bewafa hai,6
178005,178431,178431,GiftCard,Gift Card,giftcard,gift card,2
321048,321807,321807,JobsHub,Jobs Hub,jobshub,jobs hub,2
95700,95956,95956,PawanKalyanGoneMad,Pawan Kalyan Gone Mad,pawankalyangonemad,pawan kalyan gone mad,4
139691,140045,140045,RightToRecall,Right To Recall,righttorecall,right to recall,3
121121,121434,121434,PMofindia,P Mofindia,pmofindia,p mofindia,2
192266,192727,192727,TarifSocial,Tarif Social,tarifsocial,tarif social,2
269744,270383,270383,WeSupportPK,We Support PK,wesupportpk,we support pk,3
235455,236017,236017,DoRead,Do Read,doread,do read,2
163572,163973,163973,DrSanjaySinhJi,Dr Sanjay Sinh Ji,drsanjaysinhji,dr sanjay sinh ji,4
78581,78798,78798,OnlyKollywood,Only Kollywood,onlykollywood,only kollywood,2
97339,97600,97600,DoubleDrama,Double Drama,doubledrama,double drama,2
148382,148748,148748,BoundByBlue,Bound By Blue,boundbyblue,bound by blue,3
75374,75581,75581,CiudadMistica,Ciudad Mistica,ciudadmistica,ciudad mistica,2
8286,8313,8313,boycottTwitter,boycott Twitter,boycotttwitter,boycott twitter,2
281471,282140,282140,ModiAtLohardaga,Modi At Lohardaga,modiatlohardaga,modi at lohardaga,3
239002,239573,239573,UPKaPowerPlay,UP Ka Power Play,upkapowerplay,up ka power play,4
199774,200255,200255,CupLayegaKohli,Cup Layega Kohli,cuplayegakohli,cup layega kohli,3
160897,161293,161293,HalfDecadeofTishaAsAbhigya,Half Decadeof Tisha As Abhigya,halfdecadeoftishaasabhigya,half decadeof tisha as abhigya,5
165765,166173,166173,VijayawadaConstituencyProfile,Vijayawada Constituency Profile,vijayawadaconstituencyprofile,vijayawada constituency profile,3
229641,230194,230194,notleftorrightForward,notleftorright Forward,notleftorrightforward,notleftorright forward,2
259657,260275,260275,PatriotismNudge,Patriotism Nudge,patriotismnudge,patriotism nudge,2
221876,222411,222411,ChunaoPeCharcha,Chunao Pe Charcha,chunaopecharcha,chunao pe charcha,3
161582,161979,161979,GenderDiversity,Gender Diversity,genderdiversity,gender diversity,2
230128,230681,230681,EastTurkistan,East Turkistan,eastturkistan,east turkistan,2
77825,78041,78041,KesariXKoimoi,Kesari X Koimoi,kesarixkoimoi,kesari x koimoi,3
206111,206607,206607,WellPlayedDemocracy,Well Played Democracy,wellplayeddemocracy,well played democracy,3
261542,262165,262165,MigrantsAids,Migrants Aids,migrantsaids,migrants aids,2
175453,175877,175877,NonFarmPayroll,Non Farm Payroll,nonfarmpayroll,non farm payroll,3
265292,265921,265921,HealthCare19,Health Care 19,healthcare19,health care 19,3
93600,93853,93853,YouthsofIndia,Youthsof India,youthsofindia,youthsof india,2
296564,297268,297268,RTs,R Ts,rts,r ts,2
308449,309184,309184,EjectBJP,Eject BJP,ejectbjp,eject bjp,2
31950,32042,32042,CoffinsScam,Coffins Scam,coffinsscam,coffins scam,2
253832,254443,254443,ModiRafaleGhotala,Modi Rafale Ghotala,modirafaleghotala,modi rafale ghotala,3
280475,281141,281141,EuElection19,Eu Election 19,euelection19,eu election 19,3
181148,181581,181581,worldBookday,world Bookday,worldbookday,world bookday,2
108220,108502,108502,UttarPradeshpolice,Uttar Pradeshpolice,uttarpradeshpolice,uttar pradeshpolice,2
231728,232284,232284,ZIMvUAE,ZI Mv UAE,zimvuae,zi mv uae,3
46358,46490,46490,YeDarHmePasandAaya,Ye Dar Hme Pasand Aaya,yedarhmepasandaaya,ye dar hme pasand aaya,5
330412,331179,331179,#CashBeanContest,Cash Bean Contest,#cashbeancontest,cash bean contest,3
55984,56145,56145,EduConSol,Edu Con Sol,educonsol,edu con sol,3
234965,235527,235527,GarhwalHimalayas,Garhwal Himalayas,garhwalhimalayas,garhwal himalayas,2
101040,101310,101310,CivicsLesson,Civics Lesson,civicslesson,civics lesson,2
192824,193286,193286,IsraElex13,Isra Elex 13,israelex13,isra elex 13,3
11149,11182,11182,GodblessIndia,Godbless India,godblessindia,godbless india,2
328141,328908,328908,#ADMKscams,ADM Kscams,#admkscams,adm kscams,2
118470,118771,118771,CSMTBridge,CSMT Bridge,csmtbridge,csmt bridge,2
12432,12469,12469,MoralGround,Moral Ground,moralground,moral ground,2
174764,175187,175187,11AMHeadlines,11 AM Headlines,11amheadlines,11 am headlines,3
328065,328832,328832,#IndiaUSA,India USA,#indiausa,india usa,2
225806,226355,226355,StandUp4US,Stand Up 4 US,standup4us,stand up 4 us,4
302697,303416,303416,MLAsmeeting,ML Asmeeting,mlasmeeting,ml asmeeting,2
163318,163719,163719,AkaliDalRally,Akali Dal Rally,akalidalrally,akali dal rally,3
322031,322791,322791,ClassicPressMeet,Classic Press Meet,classicpressmeet,classic press meet,3
39887,40000,40000,AnilAmbanikoFaidahua,Anil Ambaniko Faidahua,anilambanikofaidahua,anil ambaniko faidahua,3
252496,253104,253104,ModikiKashi,Modiki Kashi,modikikashi,modiki kashi,2
152469,152848,152848,MadhuKishwar,Madhu Kishwar,madhukishwar,madhu kishwar,2
214690,215210,215210,AbRahulGandhiJayega,Ab Rahul Gandhi Jayega,abrahulgandhijayega,ab rahul gandhi jayega,4
92457,92708,92708,PappuPottyJaRahaHai,Pappu Potty Ja Raha Hai,pappupottyjarahahai,pappu potty ja raha hai,5
275161,275813,275813,UsePublicTransport,Use Public Transport,usepublictransport,use public transport,3
150909,151283,151283,protectTheConstitution,protect The Constitution,protecttheconstitution,protect the constitution,3
136798,137147,137147,ModiQuotes,Modi Quotes,modiquotes,modi quotes,2
143326,143685,143685,KhurshidClubGround,Khurshid Club Ground,khurshidclubground,khurshid club ground,3
69356,69546,69546,savdhaIndia,savdha India,savdhaindia,savdha india,2
17527,17581,17581,BhagMamataBhag,Bhag Mamata Bhag,bhagmamatabhag,bhag mamata bhag,3
155579,155966,155966,KeyElements,Key Elements,keyelements,key elements,2
76611,76826,76826,SatyalPalSingh,Satyal Pal Singh,satyalpalsingh,satyal pal singh,3
65134,65313,65313,PuertoRicoMarcha,Puerto Rico Marcha,puertoricomarcha,puerto rico marcha,3
65437,65617,65617,BattleOverMarijuana,Battle Over Marijuana,battleovermarijuana,battle over marijuana,3
73917,74123,74123,mordernMarble,mordern Marble,mordernmarble,mordern marble,2
293496,294194,294194,RajivArora,Rajiv Arora,rajivarora,rajiv arora,2
83426,83655,83655,GeroTwitter,Gero Twitter,gerotwitter,gero twitter,2
93978,94231,94231,AsiavilleLIVE,Asiaville LIVE,asiavillelive,asiaville live,2
62716,62891,62891,VelloreCancelled,Vellore Cancelled,vellorecancelled,vellore cancelled,2
328659,329426,329426,#RIPMshoza,RIP Mshoza,#ripmshoza,rip mshoza,2
143757,144116,144116,DemetOEzdemir,Demet O Ezdemir,demetoezdemir,demet o ezdemir,3
88082,88327,88327,PappuKaPuraKhandanChor,Pappu Ka Pura Khandan Chor,pappukapurakhandanchor,pappu ka pura khandan chor,5
40245,40359,40359,TransformingNagpur,Transforming Nagpur,transformingnagpur,transforming nagpur,2
7922,7949,7949,HorizonFP,Horizon FP,horizonfp,horizon fp,2
72398,72597,72597,AzamParVoteStrike,Azam Par Vote Strike,azamparvotestrike,azam par vote strike,4
320117,320875,320875,JaiDhartiMaa,Jai Dharti Maa,jaidhartimaa,jai dharti maa,3
88116,88361,88361,FightGreed,Fight Greed,fightgreed,fight greed,2
