,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation
1905,cantwaitformyntraeors,cantwaitformyntraeors,cantwaitformyntraeor s,c antwaitformyntraeors,can twaitformyntraeors,cantwaitformyntraeo rs,ca ntwaitformyntraeors,cant waitformyntraeors,cantwaitformyntrae ors,ca nt waitformyntraeors,cantwaitformyntraeo r s,roman,228281,None,Hashtag has named entities,"[{""start"": 11, ""end"": 17, ""text"": ""myntra"", ""labels"": [""Named Entity""]}]",cant wait for myntra eors,4,463,2021-09-27T14:07:04.105011Z,2021-09-27T14:07:04.105061Z,23.035,cant wait for myntra eors
1906,ebarbanglaybjp,ebarbanglaybjp,ebarbanglaybj p,ebarbanglay bjp,e barbanglaybjp,ebarbanglayb jp,eb arbanglaybjp,eba rbanglaybjp,ebarbanglay b j p,ebarbanglayb j p,ebarbanglay bj p,roman,228280,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 11, ""end"": 14, ""text"": ""bjp"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 11, ""text"": ""banglay"", ""labels"": [""Named Entity""]}]",e bar banglay bjp,4,461,2021-09-27T14:06:38.110211Z,2021-09-27T14:06:38.110258Z,36.428,e bar banglay bjp
1907,wolavl,wolavl,wola vl,wolav l,wol avl,w olavl,wo lavl,wola v l,wo lav l,wo la vl,w olav l,roman,228279,$4,Hashtag has named entities,"[{""start"": 3, ""end"": 6, ""text"": ""avl"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 3, ""text"": ""wol"", ""labels"": [""Named Entity""]}]",wolavl,4,460,2021-09-27T14:05:59.607492Z,2021-09-27T14:05:59.607539Z,23.922,wol avl
1908,wwetlc,wwetlc,wwe tlc,wwetl c,wwet lc,w wetlc,ww etlc,w we tlc,wwet l c,w wet lc,ww et lc,roman,228278,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""wwe"", ""labels"": [""Named Entity""]}]",wwetlc,4,459,2021-09-27T14:05:33.444309Z,2021-09-27T14:05:33.444359Z,16.092,wwe tlc
1909,shameonfacebook,shameonfacebook,shame on facebook,shame on face book,shameonface book,shameonfaceboo k,s hameonfacebook,shameonfacebo ok,shameon facebook,shame onfacebook,sha me on facebook,roman,228277,$2,Hashtag has named entities,"[{""start"": 7, ""end"": 15, ""text"": ""facebook"", ""labels"": [""Named Entity""]}]",shameonfacebook,4,458,2021-09-27T14:05:14.570983Z,2021-09-27T14:05:14.571033Z,67.317,shame on facebook
1910,akira,akira,aki ra,a kira,akir a,ak ira,aki r a,ak i r a,ak ir a,ak i ra,a k ira,roman,228276,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""akira"", ""labels"": [""Named Entity""]}]",akira,4,457,2021-09-27T14:04:05.249617Z,2021-09-27T14:04:05.249661Z,9.24,akira
1911,myntrawinningscore,myntrawinningscore,myntrawinningscor e,myntrawinning score,m yntrawinningscore,myntrawinnings core,myntrawinningsco re,my ntrawinningscore,myntrawinningsc ore,myntra winning score,myntrawinningsco r e,roman,228275,$9,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""myntra"", ""labels"": [""Named Entity""]}]",myntrawinningscore,4,456,2021-09-27T14:03:53.485568Z,2021-09-27T14:03:53.485614Z,38.847,myntra winning score
1912,nonstopentertainmentonzee5,nonstopentertainmentonzee5,nonstopentertainmentonzee 5,no nstopentertainmentonzee5,n onstopentertainmentonzee5,non stopentertainmentonzee5,nonstop entertainmentonzee5,nonstopentertainmentonze e5,nonstopentertainmenton zee5,non stop entertainmentonzee5,nonstop entertainment on zee5,roman,228274,$10,Hashtag has named entities,"[{""start"": 22, ""end"": 26, ""text"": ""zee5"", ""labels"": [""Named Entity""]}]",nonstopentertainmentonzee5,4,455,2021-09-27T14:03:10.789080Z,2021-09-27T14:03:10.789121Z,26.406,nonstop entertainment on zee5
1913,jammukashmir,jammu kashmir,jammukashmir,jammukashmi r,j ammukashmir,ja mmukashmir,jammukash mir,jammukashm ir,jammu kash mir,jam mukashmir,jam mu kashmir,roman,228273,$1,Hashtag has named entities,"[{""start"": 5, ""end"": 12, ""text"": ""kashmir"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 5, ""text"": ""jammu"", ""labels"": [""Named Entity""]}]",jammukashmir,4,454,2021-09-27T14:01:23.047439Z,2021-09-27T14:01:23.047486Z,19.318,jammu kashmir
1914,varanasi,varanasi,varanas i,varan asi,varana si,varan as i,vara nasi,var anasi,v aranasi,va ranasi,vara na si,roman,228272,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""varanasi"", ""labels"": [""Named Entity""]}]",varanasi,4,453,2021-09-27T14:01:01.353868Z,2021-09-27T14:01:01.353914Z,8.236,varanasi
1915,mullai,mullai,mulla i,mull ai,mul lai,m ullai,mu llai,mul la i,mull a i,mu l lai,mul l ai,roman,228271,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""mullai"", ""labels"": [""Named Entity""]}]",mullai,4,452,2021-09-27T14:00:51.188848Z,2021-09-27T14:00:51.188898Z,16.447,mullai
1916,41yrsofssmbmasteryintfi,41yrsofssmbmasteryintfi,41yrsofssmbmasteryintf i,4 1yrsofssmbmasteryintfi,41 yrsofssmbmasteryintfi,41yrsofssmbmasteryint fi,41yrsofssmbmasteryin tfi,41yrsofssmbmasteryint f i,4 1 yrsofssmbmasteryintfi,4 1yrsofssmbmasteryintf i,41 yrs ofssmbmasteryintfi,roman,228269,None,Hashtag has named entities,"[{""start"": 11, ""end"": 18, ""text"": ""mastery"", ""labels"": [""Named Entity""]}, {""start"": 20, ""end"": 23, ""text"": ""tfi"", ""labels"": [""Named Entity""]}]",41 yrs of ssmb mastery in tfi,4,450,2021-09-27T14:00:10.403493Z,2021-09-27T14:00:10.403536Z,45.255,41 yrs of ssmb mastery in tfi
1917,ourheartssr,ourheartssr,ourheartss r,our hearts sr,o urheartssr,ourhearts sr,our heartssr,ou rheartssr,our heart ssr,ourheart ssr,our heart s sr,roman,228268,$8,Hashtag has named entities,"[{""start"": 8, ""end"": 11, ""text"": ""ssr"", ""labels"": [""Named Entity""]}]",ourheartssr,4,445,2021-09-27T13:56:52.435547Z,2021-09-27T13:56:52.435594Z,8.425,our heart ssr
1918,apne2,apne2,apne 2,ap ne 2,a pne2,apn e2,ap ne2,apn e 2,a p ne 2,a pne 2,a pn e2,roman,228267,$2,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,apne2,4,446,2021-09-27T13:57:02.211094Z,2021-09-27T13:57:02.211141Z,6.118,apne 2
1919,rclsdr,rclsdr,rcls dr,rclsd r,rcl sdr,r clsdr,rc lsdr,rcls d r,rcl s dr,r cls dr,rc ls dr,roman,228266,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""rcl"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""sdr"", ""labels"": [""Named Entity""]}]",rclsdr,4,449,2021-09-27T13:59:21.695254Z,2021-09-27T13:59:21.695299Z,39.564,rcl sdr
1920,mardan,mardan,mard an,mar dan,marda n,m ardan,mar d an,m ard an,mar d a n,mar da n,ma rdan,roman,228265,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""mardan"", ""labels"": [""Named Entity""]}]",mardan,4,448,2021-09-27T13:58:40.035731Z,2021-09-27T13:58:40.035777Z,23.304,mardan
1921,inhalershainsahi,inhalershainsahi,in halershainsahi,inhalershainsah i,inhalershainsa hi,inhalershain sahi,i nhalershainsahi,inhalershains ahi,inhale rshainsahi,inhalershainsa h i,inhalershain sa hi,roman,228264,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,inhalers hain sahi,4,447,2021-09-27T13:57:28.870799Z,2021-09-27T13:57:28.870845Z,20.274,inhalers hain sahi
1922,goaneedsaap,goaneedsaap,goaneedsaa p,goaneeds aap,goa needs aap,go aneedsaap,goaneedsa ap,g oaneedsaap,goaneed saap,goa needsaap,goan eedsaap,roman,228263,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""goa"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 11, ""text"": ""aap"", ""labels"": [""Named Entity""]}]",goaneedsaap,4,443,2021-09-27T13:55:32.718497Z,2021-09-27T13:55:32.718546Z,10.659,goa needs aap
1923,gogtopia,gogtopia,gogtopi a,gog topia,go gtopia,g ogtopia,gogtop ia,gog to pia,gogto pia,gogtop i a,gog topi a,roman,228262,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""gogtopia"", ""labels"": [""Named Entity""]}]",gogtopia,4,444,2021-09-27T13:56:26.661014Z,2021-09-27T13:56:26.661057Z,50.26,gogtopia
1924,leears,leears,le ears,lee ars,lee a rs,leea rs,leear s,l e ears,le ear s,l eears,le e a r s,roman,228261,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""lee"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""ars"", ""labels"": [""Named Entity""]}]",leears,4,442,2021-09-27T13:54:48.151961Z,2021-09-27T13:54:48.152007Z,318.671,lee ars
1925,myntragamezone,myntragamezone,myntragamez one,myntragamezon e,myntragamezo ne,myntragame zone,m yntragamezone,my ntragamezone,myntra gamezone,myntra game zone,myntragamez o ne,roman,228260,$9,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""myntra"", ""labels"": [""Named Entity""]}]",myntragamezone,4,441,2021-09-27T13:47:27.874208Z,2021-09-27T13:47:27.874255Z,9.849,myntra game zone
1926,kaditehansbyatifaslam,kaditehansbyatifaslam,kaditehansbyatifasla m,kaditehansbyatifasl am,k aditehansbyatifaslam,ka ditehansbyatifaslam,kaditehansbyatifas lam,kaditehansbyatifa slam,kadi tehansbyatifaslam,kaditehansbyatif aslam,kad itehansbyatifaslam,roman,228259,None,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""kaditehans"", ""labels"": [""Named Entity""]}, {""start"": 12, ""end"": 16, ""text"": ""atif"", ""labels"": [""Named Entity""]}, {""start"": 16, ""end"": 21, ""text"": ""aslam"", ""labels"": [""Named Entity""]}]",kadi te hans by atif aslam,4,440,2021-09-27T13:47:13.812373Z,2021-09-27T13:47:13.812423Z,49.018,kadi te hans by atif aslam
1927,motog5g,motog5g,m otog5g,motog5 g,moto g5 g,mo tog5g,moto g 5g,motog 5g,moto g5g,mot og5g,moto g 5 g,roman,228258,$10,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""motog"", ""labels"": [""Named Entity""]}]",motog5g,4,438,2021-09-27T13:46:22.398359Z,2021-09-27T13:46:22.398405Z,29.003,moto g 5 g
1928,happybdaybestcmysjagan,happybdaybestcmysjagan,happybdaybestcmysjag an,happybdaybestcmysjaga n,ha ppybdaybestcmysjagan,h appybdaybestcmysjagan,happy bdaybestcmysjagan,happybdaybestcmysja gan,happybdaybestcmys jagan,hap pybdaybestcmysjagan,happybdaybestcmysj agan,roman,228257,None,Hashtag has named entities,"[{""start"": 15, ""end"": 17, ""text"": ""ys"", ""labels"": [""Named Entity""]}, {""start"": 17, ""end"": 22, ""text"": ""jagan"", ""labels"": [""Named Entity""]}]",happy bday best cm ys jagan,4,437,2021-09-27T13:45:51.276802Z,2021-09-27T13:45:51.276853Z,40.818,happy bday best cm ys jagan
1929,katteri,katteri,kat teri,katter i,katte ri,k at teri,katt eri,k atteri,ka t teri,katte r i,ka tteri,roman,228256,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""katteri"", ""labels"": [""Named Entity""]}]",katteri,4,436,2021-09-27T13:45:07.526177Z,2021-09-27T13:45:07.526223Z,12.777,katteri
1930,kanganaranaut,kangana ranaut,kanganaranaut,kanganaranau t,k anganaranaut,ka nganaranaut,kanganarana ut,kangan aranaut,kang anaranaut,kan ganaranaut,kanganaran aut,roman,228255,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""kangana"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 13, ""text"": ""ranaut"", ""labels"": [""Named Entity""]}]",kanganaranaut,4,435,2021-09-27T13:44:50.511363Z,2021-09-27T13:44:50.511410Z,20.458,kangana ranaut
1931,justintrudeau,justin trudeau,justintrudeau,just in trudeau,justintrudea u,just intrudeau,justintrude au,j ustintrudeau,ju stintrudeau,justintrud eau,jus tintrudeau,roman,228253,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""justin"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 13, ""text"": ""trudeau"", ""labels"": [""Named Entity""]}]",justintrudeau,4,433,2021-09-27T13:44:05.151369Z,2021-09-27T13:44:05.151417Z,23.69,justin trudeau
1932,bestidoldarshanraval,bestidoldarshanraval,bestidoldarshanrav al,be stidoldarshanraval,bestidoldarshanrava l,best idoldarshanraval,b estidoldarshanraval,bestidoldarshanra val,bestidoldarshanr aval,bestidoldarshan raval,bes tidoldarshanraval,roman,228249,None,Hashtag has named entities,"[{""start"": 8, ""end"": 15, ""text"": ""darshan"", ""labels"": [""Named Entity""]}, {""start"": 15, ""end"": 20, ""text"": ""raval"", ""labels"": [""Named Entity""]}]",best idol darshan raval,4,430,2021-09-27T13:37:40.597104Z,2021-09-27T13:37:40.597168Z,35.611,best idol darshan raval
1933,swarnimvijayvarsh,swarnimvijayvarsh,swarnimvijayvars h,s warnimvijayvarsh,swarnimvijayvar sh,swarnimvijay varsh,sw arnimvijayvarsh,swarnimvijayv arsh,swar nimvijayvarsh,swa rnimvijayvarsh,swarn imvijayvarsh,roman,228248,None,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""swarnim"", ""labels"": [""Named Entity""]}, {""start"": 12, ""end"": 17, ""text"": ""varsh"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 12, ""text"": ""vijay"", ""labels"": [""Named Entity""]}]",swarnim vijay varsh,4,429,2021-09-27T13:37:02.645227Z,2021-09-27T13:37:02.645275Z,38.927,swarnim vijay varsh
1934,mckcr,mckcr,mc kcr,m ckcr,mck cr,mckc r,m c kcr,mck c r,mc kc r,mc k c r,mc k cr,roman,228247,$2,Hashtag has named entities,"[{""start"": 2, ""end"": 5, ""text"": ""kcr"", ""labels"": [""Named Entity""]}]",mckcr,4,428,2021-09-27T13:36:19.798486Z,2021-09-27T13:36:19.798532Z,55.814,mc kcr
1935,tamannahbhatia,tamannahbhatia,tamannahbhati a,tamannah bhatia,t amannahbhatia,ta mannahbhatia,tamannahbhat ia,tam annahbhatia,tamannahbha tia,tamanna hbhatia,tamanna h bhatia,roman,228245,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""tamannah"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 14, ""text"": ""bhatia"", ""labels"": [""Named Entity""]}]",tamannahbhatia,4,426,2021-09-27T13:31:48.701157Z,2021-09-27T13:31:48.701205Z,9.538,tamannah bhatia
1936,sevche,sevche,sev che,sevc he,se vc he,sevch e,s evche,sev c he,se vche,se v che,se v c he,roman,228240,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""sev"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""che"", ""labels"": [""Named Entity""]}]",sevche,4,425,2021-09-27T13:31:32.947320Z,2021-09-27T13:31:32.947366Z,10.678,sev che
1937,macuspana,macuspana,macuspan a,macuspa na,m acuspana,macusp ana,ma cuspana,mac uspana,macus pana,macu span a,macu spana,roman,228235,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 9, ""text"": ""macuspana"", ""labels"": [""Named Entity""]}]",macuspana,4,423,2021-09-27T13:29:11.976263Z,2021-09-27T13:29:11.976309Z,13.351,macuspana
1938,kanakadasajayanti,kanakadasajayanti,kanakadasajayant i,kanakadasa jayanti,kanakadasajay anti,k anakadasajayanti,ka nakadasajayanti,kanakadasajayan ti,kan akadasajayanti,kanaka dasa jayanti,kana kadasajayanti,roman,228234,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""kanakadasa"", ""labels"": [""Named Entity""]}]",kanakadasajayanti,4,422,2021-09-27T13:28:51.114378Z,2021-09-27T13:28:51.114428Z,20.464,kanakadasa jayanti
1939,onemonthofjudaiyaan,onemonthofjudaiyaan,onemonthofjudaiya an,on emonthofjudaiyaan,one monthofjudaiyaan,onemonthofjudaiyaa n,o nemonthofjudaiyaan,onemonthofjudaiy aan,onemonthofjudai yaan,on emonthofjudaiya an,onemonthofjudaiy a an,roman,228233,None,Hashtag has named entities,"[{""start"": 10, ""end"": 19, ""text"": ""judaiyaan"", ""labels"": [""Named Entity""]}]",one month of judaiyaan,4,421,2021-09-27T13:28:28.144150Z,2021-09-27T13:28:28.144195Z,42.399,one month of judaiyaan
1940,sabfixedhai,sabfixedhai,sab fixed hai,sabfixedha i,sabfixed hai,sabfixedh ai,s abfixedhai,sa bfixedhai,sab fixedhai,sabfixe dhai,sabfixed ha i,roman,228232,$2,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,sabfixedhai,4,420,2021-09-27T13:27:43.014586Z,2021-09-27T13:27:43.014632Z,7.862,sab fixed hai
1941,bologuruji,bologuruji,bolo guruji,bolo guru ji,bologuruj i,bologuru ji,bol o guru ji,b ologuruji,bo lo guru ji,bo loguruji,bol o guruji,roman,228229,$3,None,None,bologuruji,4,417,2021-09-27T13:26:15.534233Z,2021-09-27T13:26:15.534279Z,9.571,bolo guru ji
1942,cvraman,cv raman,c v raman,cvraman,cvra man,cvr aman,c vraman,cvram an,cvrama n,cvr a man,cv ram an,roman,228228,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 1, ""text"": ""c"", ""labels"": [""Named Entity""]}, {""start"": 1, ""end"": 2, ""text"": ""v"", ""labels"": [""Named Entity""]}, {""start"": 2, ""end"": 7, ""text"": ""raman"", ""labels"": [""Named Entity""]}]",cvraman,4,416,2021-09-27T13:26:03.742178Z,2021-09-27T13:26:03.742224Z,17.099,c v raman
1943,changehyderabad,changehyderabad,change hyderabad,changehyderaba d,changehyderab ad,changehydera bad,c hangehyderabad,chang ehyderabad,chan gehyderabad,ch angehyderabad,changehyder abad,roman,228226,$2,Hashtag has named entities,"[{""start"": 6, ""end"": 15, ""text"": ""hyderabad"", ""labels"": [""Named Entity""]}]",changehyderabad,4,414,2021-09-27T13:25:35.192179Z,2021-09-27T13:25:35.192228Z,6.988,change hyderabad
1944,masteronjan13th,masteronjan13th,masteronjan13t h,m asteronjan13th,master onjan13th,ma steronjan13th,mast eronjan13th,masteronjan 13th,masteronjan13 th,mas teronjan13th,masteronjan1 3th,roman,228225,None,None,None,master on jan 13th,4,413,2021-09-27T13:25:26.451415Z,2021-09-27T13:25:26.451465Z,165.144,master on jan 13th
1945,rubikaliyaquat,rubikaliyaquat,rubikaliyaqu at,rubikaliyaqua t,r ubikaliyaquat,ru bikaliyaquat,rub ikaliyaquat,rubi kaliyaquat,rubik aliyaquat,rubikaliyaq uat,rubikaliya quat,roman,228224,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""rubika"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 14, ""text"": ""liyaquat"", ""labels"": [""Named Entity""]}]",rubika liyaquat,4,412,2021-09-27T13:22:38.776705Z,2021-09-27T13:22:38.776754Z,62.321,rubika liyaquat
1946,cgswabhimaanke2saal,cgswabhimaanke2saal,cgswabhimaanke2sa al,cgswabhimaanke2saa l,c gswabhimaanke2saal,cgswabhimaanke2 saal,cgswabhimaanke2s aal,cg swabhimaanke2saal,cgswabhimaanke 2saal,cgswabhimaanke 2 saal,cgs wabhimaanke2saal,roman,228223,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 0, ""end"": 2, ""text"": ""cg"", ""labels"": [""Named Entity""]}]",cg swabhimaan ke 2 saal,4,411,2021-09-27T13:21:30.984003Z,2021-09-27T13:21:30.984049Z,39.457,cg swabhimaan ke 2 saal
1947,pandianstores,pandian stores,pandianstores,pandianstore s,p andianstores,pandianstor es,pa ndianstores,pandiansto res,pan dianstores,pandianst ores,pand ianstores,roman,228222,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""pandian"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 13, ""text"": ""stores"", ""labels"": [""Named Entity""]}]",pandianstores,4,410,2021-09-27T13:20:44.152411Z,2021-09-27T13:20:44.152454Z,35.119,pandian stores
1949,unmutethekids,unmutethekids,unmutethekid s,unmutethe kids,u nmutethekids,un mutethekids,unmutetheki ds,unmutethek ids,unmute the kids,unm utethekids,unmutetheki d s,roman,228220,$8,None,None,unmutethekids,4,407,2021-09-27T13:18:04.740090Z,2021-09-27T13:18:04.740137Z,4.831,unmute the kids
1950,eibarrealmadrid,eibarrealmadrid,eibarrealmadri d,e ibarrealmadrid,eibar real madrid,eibarrealmadr id,eibarreal madrid,eibarrealmad rid,ei barrealmadrid,eibarrealmadr i d,eibar realmadrid,roman,228219,$4,Hashtag has named entities,"[{""start"": 5, ""end"": 15, ""text"": ""realmadrid"", ""labels"": [""Named Entity""]}]",eibarrealmadrid,4,408,2021-09-27T13:18:41.015316Z,2021-09-27T13:18:41.015363Z,33.419,eibar real madrid
1951,srhvsdc,srhvsdc,srh vs dc,srhvsd c,s rhvsdc,srhvs dc,srh vsdc,sr hvsdc,srh vs d c,srhv sdc,srhvs d c,roman,228218,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""srh"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 7, ""text"": ""dc"", ""labels"": [""Named Entity""]}]",srhvsdc,4,406,2021-09-27T13:17:56.937178Z,2021-09-27T13:17:56.937225Z,7.412,srh vs dc
1952,kkvlq,kkvlq,kk vlq,k kvlq,kkvl q,kkv lq,k k vlq,kkv l q,kk vl q,k kvl q,k k v lq,roman,228216,None,Hashtag has named entities,"[{""start"": 0, ""end"": 2, ""text"": ""kk"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 5, ""text"": ""lq"", ""labels"": [""Named Entity""]}]",kk v lq,4,405,2021-09-27T13:17:45.708708Z,2021-09-27T13:17:45.708757Z,57.762,kk v lq
1953,judaiyaanalbumoutnow,judaiyaanalbumoutnow,judaiyaanalbumout now,judaiyaanalbumoutno w,j udaiyaanalbumoutnow,ju daiyaanalbumoutnow,judaiyaanalbumoutn ow,jud aiyaanalbumoutnow,juda iyaanalbumoutnow,judaiyaanalbum out now,judai yaanalbumoutnow,roman,228215,None,Hashtag has named entities,"[{""start"": 0, ""end"": 9, ""text"": ""judaiyaan"", ""labels"": [""Named Entity""]}]",judaiyaan album out now,4,404,2021-09-27T13:16:41.484556Z,2021-09-27T13:16:41.484603Z,27.663,judaiyaan album out now
1955,4daysformyntraeors,4daysformyntraeors,4daysformyntraeor s,4 daysformyntraeors,4daysformyntraeo rs,4daysformyntrae ors,4d aysformyntraeors,4daysformyntraeo r s,4daysformyntrae or s,4days formyntraeors,4da ysformyntraeors,roman,228213,None,Hashtag has named entities,"[{""start"": 8, ""end"": 14, ""text"": ""myntra"", ""labels"": [""Named Entity""]}]",4 days for myntra eors,4,402,2021-09-27T13:15:31.730606Z,2021-09-27T13:15:31.730654Z,32.488,4 days for myntra eors
